"time_seconds","time_minutes","Q_m3_s"
10790,179.833333333333,0
10795,179.916666666667,0
10800,180,0
10805,180.083333333333,0
10810,180.166666666667,0
10815,180.25,0
10820,180.333333333333,0
10825,180.416666666667,0
10830,180.5,0
10835,180.583333333333,0
10840,180.666666666667,0
10845,180.75,0
10850,180.833333333333,0
10855,180.916666666667,0
10860,181,0
10865,181.083333333333,0
10870,181.166666666667,0
10875,181.25,0
10880,181.333333333333,0
10885,181.416666666667,0
10890,181.5,0
10895,181.583333333333,0
10900,181.666666666667,0
10905,181.75,0
10910,181.833333333333,0
10915,181.916666666667,0
10920,182,0
10925,182.083333333333,0
10930,182.166666666667,0
10935,182.25,0
10940,182.333333333333,0
10945,182.416666666667,0
10950,182.5,0
10955,182.583333333333,0
10960,182.666666666667,0
10965,182.75,0
10970,182.833333333333,0
10975,182.916666666667,0
10980,183,0
10985,183.083333333333,0
10990,183.166666666667,0
10995,183.25,0
11000,183.333333333333,0
11005,183.416666666667,0
11010,183.5,0
11015,183.583333333333,0
11020,183.666666666667,0
11025,183.75,0
11030,183.833333333333,0
11035,183.916666666667,0
11040,184,0
11045,184.083333333333,0
11050,184.166666666667,0
11055,184.25,0
11060,184.333333333333,0
11065,184.416666666667,0
11070,184.5,0
11075,184.583333333333,0
11080,184.666666666667,0
11085,184.75,0
11090,184.833333333333,0
11095,184.916666666667,0
11100,185,0
11105,185.083333333333,0
11110,185.166666666667,0
11115,185.25,0
11120,185.333333333333,0
11125,185.416666666667,0
11130,185.5,0
11135,185.583333333333,0
11140,185.666666666667,0
11145,185.75,0
11150,185.833333333333,0
11155,185.916666666667,0
11160,186,0
11165,186.083333333333,0
11170,186.166666666667,0
11175,186.25,0
11180,186.333333333333,0
11185,186.416666666667,0
11190,186.5,0
11195,186.583333333333,0
11200,186.666666666667,0
11205,186.75,0
11210,186.833333333333,0
11215,186.916666666667,0
11220,187,0
11225,187.083333333333,0
11230,187.166666666667,0
11235,187.25,0
11240,187.333333333333,0
11245,187.416666666667,0
11250,187.5,0
11255,187.583333333333,0
11260,187.666666666667,0
11265,187.75,0
11270,187.833333333333,0
11275,187.916666666667,0
11280,188,0
11285,188.083333333333,0
11290,188.166666666667,0
11295,188.25,0
11300,188.333333333333,0
11305,188.416666666667,0
11310,188.5,0
11315,188.583333333333,0
11320,188.666666666667,0
11325,188.75,0
11330,188.833333333333,0
11335,188.916666666667,0
11340,189,0
11345,189.083333333333,0
11350,189.166666666667,0
11355,189.25,0
11360,189.333333333333,0
11365,189.416666666667,0
11370,189.5,0
11375,189.583333333333,0
11380,189.666666666667,0
11385,189.75,0
11390,189.833333333333,0
11395,189.916666666667,0
11400,190,0
11405,190.083333333333,0
11410,190.166666666667,0
11415,190.25,0
11420,190.333333333333,0
11425,190.416666666667,0
11430,190.5,0
11435,190.583333333333,0
11440,190.666666666667,0
11445,190.75,0
11450,190.833333333333,0
11455,190.916666666667,0
11460,191,0
11465,191.083333333333,0
11470,191.166666666667,0
11475,191.25,0
11480,191.333333333333,0
11485,191.416666666667,0
11490,191.5,0
11495,191.583333333333,0
11500,191.666666666667,0
11505,191.75,0
11510,191.833333333333,0
11515,191.916666666667,0
11520,192,0
11525,192.083333333333,0
11530,192.166666666667,0
11535,192.25,0
11540,192.333333333333,0
11545,192.416666666667,0
11550,192.5,0
11555,192.583333333333,0
11560,192.666666666667,0
11565,192.75,0
11570,192.833333333333,0
11575,192.916666666667,0
11580,193,0
11585,193.083333333333,0
11590,193.166666666667,0
11595,193.25,0
11600,193.333333333333,0
11605,193.416666666667,0
11610,193.5,0
11615,193.583333333333,0
11620,193.666666666667,0
11625,193.75,0
11630,193.833333333333,0
11635,193.916666666667,0
11640,194,0
11645,194.083333333333,0
11650,194.166666666667,0
11655,194.25,0
11660,194.333333333333,0
11665,194.416666666667,0
11670,194.5,0
11675,194.583333333333,0
11680,194.666666666667,0
11685,194.75,0
11690,194.833333333333,0
11695,194.916666666667,0
11700,195,0
11705,195.083333333333,0
11710,195.166666666667,0
11715,195.25,0
11720,195.333333333333,0
11725,195.416666666667,0
11730,195.5,0
11735,195.583333333333,0
11740,195.666666666667,0
11745,195.75,0
11750,195.833333333333,0
11755,195.916666666667,0
11760,196,0
11765,196.083333333333,0
11770,196.166666666667,0
11775,196.25,0
11780,196.333333333333,0
11785,196.416666666667,0
11790,196.5,0
11795,196.583333333333,0
11800,196.666666666667,0
11805,196.75,0
11810,196.833333333333,0
11815,196.916666666667,0
11820,197,0
11825,197.083333333333,0
11830,197.166666666667,0
11835,197.25,0
11840,197.333333333333,0
11845,197.416666666667,0
11850,197.5,0
11855,197.583333333333,0
11860,197.666666666667,0
11865,197.75,0
11870,197.833333333333,0
11875,197.916666666667,0
11880,198,0
11885,198.083333333333,0
11890,198.166666666667,0
11895,198.25,0
11900,198.333333333333,0
11905,198.416666666667,0
11910,198.5,0
11915,198.583333333333,0
11920,198.666666666667,0
11925,198.75,0
11930,198.833333333333,0
11935,198.916666666667,0
11940,199,0
11945,199.083333333333,0
11950,199.166666666667,0
11955,199.25,0
11960,199.333333333333,0
11965,199.416666666667,0
11970,199.5,0
11975,199.583333333333,0
11980,199.666666666667,0
11985,199.75,0
11990,199.833333333333,0
11995,199.916666666667,0
12000,200,0
12005,200.083333333333,0
12010,200.166666666667,0
12015,200.25,0
12020,200.333333333333,0
12025,200.416666666667,0
12030,200.5,0
12035,200.583333333333,0
12040,200.666666666667,0
12045,200.75,0
12050,200.833333333333,0
12055,200.916666666667,0
12060,201,0
12065,201.083333333333,0
12070,201.166666666667,0
12075,201.25,0
12080,201.333333333333,0
12085,201.416666666667,0
12090,201.5,0
12095,201.583333333333,0
12100,201.666666666667,0
12105,201.75,0
12110,201.833333333333,0
12115,201.916666666667,0
12120,202,0
12125,202.083333333333,0
12130,202.166666666667,0
12135,202.25,0
12140,202.333333333333,0
12145,202.416666666667,0
12150,202.5,0
12155,202.583333333333,0
12160,202.666666666667,0
12165,202.75,0
12170,202.833333333333,0
12175,202.916666666667,0
12180,203,0
12185,203.083333333333,0
12190,203.166666666667,0
12195,203.25,0
12200,203.333333333333,0
12205,203.416666666667,0
12210,203.5,0
12215,203.583333333333,0
12220,203.666666666667,0
12225,203.75,0
12230,203.833333333333,0
12235,203.916666666667,0
12240,204,0
12245,204.083333333333,0
12250,204.166666666667,0
12255,204.25,0
12260,204.333333333333,0
12265,204.416666666667,0
12270,204.5,0
12275,204.583333333333,0
12280,204.666666666667,0
12285,204.75,0
12290,204.833333333333,0
12295,204.916666666667,0
12300,205,0
12305,205.083333333333,0
12310,205.166666666667,0
12315,205.25,0
12320,205.333333333333,0
12325,205.416666666667,0
12330,205.5,0
12335,205.583333333333,0
12340,205.666666666667,0
12345,205.75,0
12350,205.833333333333,0
12355,205.916666666667,0
12360,206,0
12365,206.083333333333,0
12370,206.166666666667,0
12375,206.25,0
12380,206.333333333333,0
12385,206.416666666667,0
12390,206.5,0
12395,206.583333333333,0
12400,206.666666666667,0
12405,206.75,0
12410,206.833333333333,0
12415,206.916666666667,0
12420,207,0
12425,207.083333333333,0
12430,207.166666666667,0
12435,207.25,0
12440,207.333333333333,0
12445,207.416666666667,0
12450,207.5,0
12455,207.583333333333,0
12460,207.666666666667,0
12465,207.75,0
12470,207.833333333333,0
12475,207.916666666667,0
12480,208,0
12485,208.083333333333,0
12490,208.166666666667,0
12495,208.25,0
12500,208.333333333333,0
12505,208.416666666667,0
12510,208.5,0
12515,208.583333333333,0
12520,208.666666666667,0
12525,208.75,0
12530,208.833333333333,0
12535,208.916666666667,0
12540,209,0
12545,209.083333333333,0
12550,209.166666666667,0
12555,209.25,0
12560,209.333333333333,0
12565,209.416666666667,0
12570,209.5,0
12575,209.583333333333,0
12580,209.666666666667,0
12585,209.75,0
12590,209.833333333333,0
12595,209.916666666667,0
12600,210,0
12605,210.083333333333,0
12610,210.166666666667,0
12615,210.25,0
12620,210.333333333333,0
12625,210.416666666667,0
12630,210.5,0
12635,210.583333333333,0
12640,210.666666666667,0
12645,210.75,0
12650,210.833333333333,0
12655,210.916666666667,0
12660,211,0
12665,211.083333333333,0
12670,211.166666666667,0
12675,211.25,0
12680,211.333333333333,0
12685,211.416666666667,0
12690,211.5,0
12695,211.583333333333,0
12700,211.666666666667,0
12705,211.75,0
12710,211.833333333333,0
12715,211.916666666667,0
12720,212,0
12725,212.083333333333,0
12730,212.166666666667,0
12735,212.25,0
12740,212.333333333333,0
12745,212.416666666667,0
12750,212.5,0
12755,212.583333333333,0
12760,212.666666666667,0
12765,212.75,0
12770,212.833333333333,0
12775,212.916666666667,0
12780,213,0
12785,213.083333333333,0
12790,213.166666666667,0
12795,213.25,0
12800,213.333333333333,0
12805,213.416666666667,0
12810,213.5,0
12815,213.583333333333,0
12820,213.666666666667,0
12825,213.75,0
12830,213.833333333333,0
12835,213.916666666667,0
12840,214,0
12845,214.083333333333,0
12850,214.166666666667,0
12855,214.25,0
12860,214.333333333333,0
12865,214.416666666667,0
12870,214.5,0
12875,214.583333333333,0
12880,214.666666666667,0
12885,214.75,0
12890,214.833333333333,0
12895,214.916666666667,0
12900,215,0
12905,215.083333333333,0
12910,215.166666666667,0
12915,215.25,0
12920,215.333333333333,0
12925,215.416666666667,0
12930,215.5,0
12935,215.583333333333,0
12940,215.666666666667,0
12945,215.75,0
12950,215.833333333333,0
12955,215.916666666667,0
12960,216,0
12965,216.083333333333,0
12970,216.166666666667,0
12975,216.25,0
12980,216.333333333333,0
12985,216.416666666667,0
12990,216.5,0
12995,216.583333333333,0
13000,216.666666666667,0
13005,216.75,0
13010,216.833333333333,0
13015,216.916666666667,0
13020,217,0
13025,217.083333333333,0
13030,217.166666666667,0
13035,217.25,0
13040,217.333333333333,0
13045,217.416666666667,0
13050,217.5,0
13055,217.583333333333,0
13060,217.666666666667,0
13065,217.75,0
13070,217.833333333333,0
13075,217.916666666667,0
13080,218,0
13085,218.083333333333,0
13090,218.166666666667,0
13095,218.25,0
13100,218.333333333333,0
13105,218.416666666667,0
13110,218.5,0
13115,218.583333333333,0
13120,218.666666666667,0
13125,218.75,0
13130,218.833333333333,0
13135,218.916666666667,0
13140,219,0
13145,219.083333333333,0
13150,219.166666666667,0
13155,219.25,0
13160,219.333333333333,0
13165,219.416666666667,0
13170,219.5,0
13175,219.583333333333,0
13180,219.666666666667,0
13185,219.75,0
13190,219.833333333333,0
13195,219.916666666667,0
13200,220,0
13205,220.083333333333,0
13210,220.166666666667,0
13215,220.25,0
13220,220.333333333333,0
13225,220.416666666667,0
13230,220.5,0
13235,220.583333333333,0
13240,220.666666666667,0
13245,220.75,0
13250,220.833333333333,0
13255,220.916666666667,0
13260,221,0
13265,221.083333333333,0
13270,221.166666666667,0
13275,221.25,0
13280,221.333333333333,0
13285,221.416666666667,0
13290,221.5,0
13295,221.583333333333,0
13300,221.666666666667,0
13305,221.75,0
13310,221.833333333333,0
13315,221.916666666667,0
13320,222,0
13325,222.083333333333,0
13330,222.166666666667,0
13335,222.25,0
13340,222.333333333333,0
13345,222.416666666667,0
13350,222.5,0
13355,222.583333333333,0
13360,222.666666666667,0
13365,222.75,0
13370,222.833333333333,0
13375,222.916666666667,0
13380,223,0
13385,223.083333333333,0
13390,223.166666666667,0
13395,223.25,0
13400,223.333333333333,0
13405,223.416666666667,0
13410,223.5,0
13415,223.583333333333,0
13420,223.666666666667,0
13425,223.75,0
13430,223.833333333333,0
13435,223.916666666667,0
13440,224,0
13445,224.083333333333,0
13450,224.166666666667,0
13455,224.25,0
13460,224.333333333333,0
13465,224.416666666667,0
13470,224.5,0
13475,224.583333333333,0
13480,224.666666666667,0
13485,224.75,0
13490,224.833333333333,0
13495,224.916666666667,0
13500,225,0
13505,225.083333333333,0
13510,225.166666666667,0
13515,225.25,0
13520,225.333333333333,0
13525,225.416666666667,0
13530,225.5,0
13535,225.583333333333,0
13540,225.666666666667,0
13545,225.75,0
13550,225.833333333333,0
13555,225.916666666667,0
13560,226,0
13565,226.083333333333,0
13570,226.166666666667,0
13575,226.25,0
13580,226.333333333333,0
13585,226.416666666667,0
13590,226.5,0
13595,226.583333333333,0
13600,226.666666666667,0
13605,226.75,0
13610,226.833333333333,0
13615,226.916666666667,0
13620,227,0
13625,227.083333333333,0
13630,227.166666666667,0
13635,227.25,0
13640,227.333333333333,0
13645,227.416666666667,0
13650,227.5,0
13655,227.583333333333,0
13660,227.666666666667,0
13665,227.75,0
13670,227.833333333333,0
13675,227.916666666667,0
13680,228,0
13685,228.083333333333,0
13690,228.166666666667,0
13695,228.25,0
13700,228.333333333333,0
13705,228.416666666667,0
13710,228.5,0
13715,228.583333333333,0
13720,228.666666666667,0
13725,228.75,0
13730,228.833333333333,0
13735,228.916666666667,0
13740,229,0
13745,229.083333333333,0
13750,229.166666666667,0
13755,229.25,0
13760,229.333333333333,0
13765,229.416666666667,0
13770,229.5,0
13775,229.583333333333,0
13780,229.666666666667,0
13785,229.75,0
13790,229.833333333333,0
13795,229.916666666667,0
13800,230,0
13805,230.083333333333,0
13810,230.166666666667,0
13815,230.25,0
13820,230.333333333333,0
13825,230.416666666667,0
13830,230.5,0
13835,230.583333333333,0
13840,230.666666666667,0
13845,230.75,0
13850,230.833333333333,0
13855,230.916666666667,0
13860,231,0
13865,231.083333333333,0
13870,231.166666666667,0
13875,231.25,0
13880,231.333333333333,0
13885,231.416666666667,0
13890,231.5,0
13895,231.583333333333,0
13900,231.666666666667,0
13905,231.75,0
13910,231.833333333333,0
13915,231.916666666667,0
13920,232,0
13925,232.083333333333,0
13930,232.166666666667,0
13935,232.25,0
13940,232.333333333333,0
13945,232.416666666667,0
13950,232.5,0
13955,232.583333333333,0
13960,232.666666666667,0
13965,232.75,0
13970,232.833333333333,0
13975,232.916666666667,0
13980,233,0
13985,233.083333333333,0
13990,233.166666666667,0
13995,233.25,0
14000,233.333333333333,0
14005,233.416666666667,0
14010,233.5,0
14015,233.583333333333,0
14020,233.666666666667,0
14025,233.75,0
14030,233.833333333333,0
14035,233.916666666667,0
14040,234,0
14045,234.083333333333,0
14050,234.166666666667,0
14055,234.25,0
14060,234.333333333333,0
14065,234.416666666667,0
14070,234.5,0
14075,234.583333333333,0
14080,234.666666666667,0
14085,234.75,0
14090,234.833333333333,0
14095,234.916666666667,0
14100,235,0
14105,235.083333333333,0
14110,235.166666666667,0
14115,235.25,0
14120,235.333333333333,0
14125,235.416666666667,0
14130,235.5,0
14135,235.583333333333,0
14140,235.666666666667,0
14145,235.75,0
14150,235.833333333333,0
14155,235.916666666667,0
14160,236,0
14165,236.083333333333,0
14170,236.166666666667,0
14175,236.25,0
14180,236.333333333333,0
14185,236.416666666667,0
14190,236.5,0
14195,236.583333333333,0
14200,236.666666666667,0
14205,236.75,0
14210,236.833333333333,0
14215,236.916666666667,0
14220,237,0
14225,237.083333333333,0
14230,237.166666666667,0
14235,237.25,0
14240,237.333333333333,0
14245,237.416666666667,0
14250,237.5,0
14255,237.583333333333,0
14260,237.666666666667,0
14265,237.75,0
14270,237.833333333333,0
14275,237.916666666667,0
14280,238,0
14285,238.083333333333,0
14290,238.166666666667,0
14295,238.25,0
14300,238.333333333333,0
14305,238.416666666667,0
14310,238.5,0
14315,238.583333333333,0
14320,238.666666666667,0
14325,238.75,0
14330,238.833333333333,0
14335,238.916666666667,0
14340,239,0
14345,239.083333333333,0
14350,239.166666666667,0
14355,239.25,0
14360,239.333333333333,0
14365,239.416666666667,0
14370,239.5,0
14375,239.583333333333,0
14380,239.666666666667,0
14385,239.75,0
14390,239.833333333333,0
14395,239.916666666667,0
14400,240,0
14405,240.083333333333,0
14410,240.166666666667,0
14415,240.25,0
14420,240.333333333333,0
14425,240.416666666667,0
14430,240.5,0
14435,240.583333333333,0
14440,240.666666666667,0
14445,240.75,0
14450,240.833333333333,0
14455,240.916666666667,0
14460,241,0
14465,241.083333333333,0
14470,241.166666666667,0
14475,241.25,0
14480,241.333333333333,0
14485,241.416666666667,0
14490,241.5,0
14495,241.583333333333,0
14500,241.666666666667,0
14505,241.75,0
14510,241.833333333333,0
14515,241.916666666667,0
14520,242,0
14525,242.083333333333,0
14530,242.166666666667,0
14535,242.25,0
14540,242.333333333333,0
14545,242.416666666667,0
14550,242.5,0
14555,242.583333333333,0
14560,242.666666666667,0
14565,242.75,0
14570,242.833333333333,0
14575,242.916666666667,0
14580,243,0
14585,243.083333333333,0
14590,243.166666666667,0
14595,243.25,0
14600,243.333333333333,0
14605,243.416666666667,0
14610,243.5,0
14615,243.583333333333,0
14620,243.666666666667,0
14625,243.75,0
14630,243.833333333333,0
14635,243.916666666667,0
14640,244,0
14645,244.083333333333,0
14650,244.166666666667,0
14655,244.25,0
14660,244.333333333333,0
14665,244.416666666667,0
14670,244.5,0
14675,244.583333333333,0
14680,244.666666666667,0
14685,244.75,0
14690,244.833333333333,0
14695,244.916666666667,0
14700,245,0
14705,245.083333333333,0
14710,245.166666666667,0
14715,245.25,0
14720,245.333333333333,0
14725,245.416666666667,0
14730,245.5,0
14735,245.583333333333,0
14740,245.666666666667,0
14745,245.75,0
14750,245.833333333333,0
14755,245.916666666667,0
14760,246,0
14765,246.083333333333,0
14770,246.166666666667,0
14775,246.25,0
14780,246.333333333333,0
14785,246.416666666667,0
14790,246.5,0
14795,246.583333333333,0
14800,246.666666666667,0
14805,246.75,0
14810,246.833333333333,0
14815,246.916666666667,0
14820,247,0
14825,247.083333333333,0
14830,247.166666666667,0
14835,247.25,0
14840,247.333333333333,0
14845,247.416666666667,0
14850,247.5,0
14855,247.583333333333,0
14860,247.666666666667,0
14865,247.75,0
14870,247.833333333333,0
14875,247.916666666667,0
14880,248,0
14885,248.083333333333,0
14890,248.166666666667,0
14895,248.25,0
14900,248.333333333333,0
14905,248.416666666667,0
14910,248.5,0
14915,248.583333333333,0
14920,248.666666666667,0
14925,248.75,0
14930,248.833333333333,0
14935,248.916666666667,0
14940,249,0
14945,249.083333333333,0
14950,249.166666666667,0
14955,249.25,0
14960,249.333333333333,0
14965,249.416666666667,0
14970,249.5,0
14975,249.583333333333,0
14980,249.666666666667,0
14985,249.75,0
14990,249.833333333333,0
14995,249.916666666667,0
15000,250,0
15005,250.083333333333,0
15010,250.166666666667,0
15015,250.25,0
15020,250.333333333333,0
15025,250.416666666667,0
15030,250.5,0
15035,250.583333333333,0
15040,250.666666666667,0
15045,250.75,0
15050,250.833333333333,0
15055,250.916666666667,0
15060,251,0
15065,251.083333333333,0
15070,251.166666666667,0
15075,251.25,0
15080,251.333333333333,0
15085,251.416666666667,0
15090,251.5,0
15095,251.583333333333,0
15100,251.666666666667,0
15105,251.75,0
15110,251.833333333333,0
15115,251.916666666667,0
15120,252,0
15125,252.083333333333,0
15130,252.166666666667,0
15135,252.25,0
15140,252.333333333333,0
15145,252.416666666667,0
15150,252.5,0
15155,252.583333333333,0
15160,252.666666666667,0
15165,252.75,0
15170,252.833333333333,0
15175,252.916666666667,0
15180,253,0
15185,253.083333333333,0
15190,253.166666666667,0
15195,253.25,0
15200,253.333333333333,0
15205,253.416666666667,0
15210,253.5,0
15215,253.583333333333,0
15220,253.666666666667,0
15225,253.75,0
15230,253.833333333333,0
15235,253.916666666667,0
15240,254,0
15245,254.083333333333,0
15250,254.166666666667,0
15255,254.25,0
15260,254.333333333333,0
15265,254.416666666667,0
15270,254.5,0
15275,254.583333333333,0
15280,254.666666666667,0
15285,254.75,0
15290,254.833333333333,0
15295,254.916666666667,0
15300,255,0
15305,255.083333333333,0
15310,255.166666666667,0
15315,255.25,0
15320,255.333333333333,0
15325,255.416666666667,0
15330,255.5,0
15335,255.583333333333,0
15340,255.666666666667,0
15345,255.75,0
15350,255.833333333333,0
15355,255.916666666667,0
15360,256,0
15365,256.083333333333,0
15370,256.166666666667,0
15375,256.25,0
15380,256.333333333333,0
15385,256.416666666667,0
15390,256.5,0
15395,256.583333333333,0
15400,256.666666666667,0
15405,256.75,0
15410,256.833333333333,0
15415,256.916666666667,0
15420,257,0
15425,257.083333333333,0
15430,257.166666666667,0
15435,257.25,0
15440,257.333333333333,0
15445,257.416666666667,0
15450,257.5,0
15455,257.583333333333,0
15460,257.666666666667,0
15465,257.75,0
15470,257.833333333333,0
15475,257.916666666667,0
15480,258,0
15485,258.083333333333,0
15490,258.166666666667,0
15495,258.25,0
15500,258.333333333333,0
15505,258.416666666667,0
15510,258.5,0
15515,258.583333333333,0
15520,258.666666666667,0
15525,258.75,0
15530,258.833333333333,0
15535,258.916666666667,0
15540,259,0
15545,259.083333333333,0
15550,259.166666666667,0
15555,259.25,0
15560,259.333333333333,0
15565,259.416666666667,0
15570,259.5,0
15575,259.583333333333,0
15580,259.666666666667,0
15585,259.75,0
15590,259.833333333333,0
15595,259.916666666667,0
15600,260,0
15605,260.083333333333,0
15610,260.166666666667,0
15615,260.25,0
15620,260.333333333333,0
15625,260.416666666667,0
15630,260.5,0
15635,260.583333333333,0
15640,260.666666666667,0
15645,260.75,0
15650,260.833333333333,0
15655,260.916666666667,0
15660,261,0
15665,261.083333333333,0
15670,261.166666666667,0
15675,261.25,0
15680,261.333333333333,0
15685,261.416666666667,0
15690,261.5,0
15695,261.583333333333,0
15700,261.666666666667,0
15705,261.75,0
15710,261.833333333333,0
15715,261.916666666667,0
15720,262,0
15725,262.083333333333,0
15730,262.166666666667,0
15735,262.25,0
15740,262.333333333333,0
15745,262.416666666667,0
15750,262.5,0
15755,262.583333333333,0
15760,262.666666666667,0
15765,262.75,0
15770,262.833333333333,0
15775,262.916666666667,0
15780,263,0
15785,263.083333333333,0
15790,263.166666666667,0
15795,263.25,0
15800,263.333333333333,0
15805,263.416666666667,0
15810,263.5,0
15815,263.583333333333,0
15820,263.666666666667,0
15825,263.75,0
15830,263.833333333333,0
15835,263.916666666667,0
15840,264,0
15845,264.083333333333,0
15850,264.166666666667,0
15855,264.25,0
15860,264.333333333333,0
15865,264.416666666667,0
15870,264.5,0
15875,264.583333333333,0
15880,264.666666666667,0
15885,264.75,0
15890,264.833333333333,0
15895,264.916666666667,0
15900,265,0
15905,265.083333333333,0
15910,265.166666666667,0
15915,265.25,0
15920,265.333333333333,0
15925,265.416666666667,0
15930,265.5,0
15935,265.583333333333,0
15940,265.666666666667,0
15945,265.75,0
15950,265.833333333333,0
15955,265.916666666667,0
15960,266,0
15965,266.083333333333,0
15970,266.166666666667,0
15975,266.25,0
15980,266.333333333333,0
15985,266.416666666667,0
15990,266.5,0
15995,266.583333333333,0
16000,266.666666666667,0
16005,266.75,0
16010,266.833333333333,0
16015,266.916666666667,0
16020,267,0
16025,267.083333333333,0
16030,267.166666666667,0
16035,267.25,0
16040,267.333333333333,0
16045,267.416666666667,0
16050,267.5,0
16055,267.583333333333,0
16060,267.666666666667,0
16065,267.75,0
16070,267.833333333333,0
16075,267.916666666667,0
16080,268,0
16085,268.083333333333,0
16090,268.166666666667,0
16095,268.25,0
16100,268.333333333333,0
16105,268.416666666667,0
16110,268.5,0
16115,268.583333333333,0
16120,268.666666666667,0
16125,268.75,0
16130,268.833333333333,0
16135,268.916666666667,0
16140,269,0
16145,269.083333333333,0
16150,269.166666666667,0
16155,269.25,0
16160,269.333333333333,0
16165,269.416666666667,0
16170,269.5,0
16175,269.583333333333,0
16180,269.666666666667,0
16185,269.75,0
16190,269.833333333333,0
16195,269.916666666667,0
16200,270,0
16205,270.083333333333,0
16210,270.166666666667,0
16215,270.25,0
16220,270.333333333333,0
16225,270.416666666667,0
16230,270.5,0
16235,270.583333333333,0
16240,270.666666666667,0
16245,270.75,0
16250,270.833333333333,0
16255,270.916666666667,0
16260,271,0
16265,271.083333333333,0
16270,271.166666666667,0
16275,271.25,0
16280,271.333333333333,0
16285,271.416666666667,0
16290,271.5,0
16295,271.583333333333,0
16300,271.666666666667,0
16305,271.75,0
16310,271.833333333333,0
16315,271.916666666667,0
16320,272,0
16325,272.083333333333,0
16330,272.166666666667,0
16335,272.25,0
16340,272.333333333333,0
16345,272.416666666667,0
16350,272.5,0
16355,272.583333333333,0
16360,272.666666666667,0
16365,272.75,0
16370,272.833333333333,0
16375,272.916666666667,0
16380,273,0
16385,273.083333333333,0
16390,273.166666666667,0
16395,273.25,0
16400,273.333333333333,0
16405,273.416666666667,0
16410,273.5,0
16415,273.583333333333,0
16420,273.666666666667,0
16425,273.75,0
16430,273.833333333333,0
16435,273.916666666667,0
16440,274,0
16445,274.083333333333,0
16450,274.166666666667,0
16455,274.25,0
16460,274.333333333333,0
16465,274.416666666667,0
16470,274.5,0
16475,274.583333333333,0
16480,274.666666666667,0
16485,274.75,0
16490,274.833333333333,0
16495,274.916666666667,0
16500,275,0
16505,275.083333333333,0
16510,275.166666666667,0
16515,275.25,0
16520,275.333333333333,0
16525,275.416666666667,0
16530,275.5,0
16535,275.583333333333,0
16540,275.666666666667,0
16545,275.75,0
16550,275.833333333333,0
16555,275.916666666667,0
16560,276,0
16565,276.083333333333,0
16570,276.166666666667,0
16575,276.25,0
16580,276.333333333333,0
16585,276.416666666667,0
16590,276.5,0
16595,276.583333333333,0
16600,276.666666666667,0
16605,276.75,0
16610,276.833333333333,0
16615,276.916666666667,0
16620,277,0
16625,277.083333333333,0
16630,277.166666666667,0
16635,277.25,0
16640,277.333333333333,0
16645,277.416666666667,0
16650,277.5,0
16655,277.583333333333,0
16660,277.666666666667,0
16665,277.75,0
16670,277.833333333333,0
16675,277.916666666667,0
16680,278,0
16685,278.083333333333,0
16690,278.166666666667,0
16695,278.25,0
16700,278.333333333333,0
16705,278.416666666667,0
16710,278.5,0
16715,278.583333333333,0
16720,278.666666666667,0
16725,278.75,0
16730,278.833333333333,0
16735,278.916666666667,0
16740,279,0
16745,279.083333333333,0
16750,279.166666666667,0
16755,279.25,0
16760,279.333333333333,0
16765,279.416666666667,0
16770,279.5,0
16775,279.583333333333,0
16780,279.666666666667,0
16785,279.75,0
16790,279.833333333333,0
16795,279.916666666667,0
16800,280,0
16805,280.083333333333,0
16810,280.166666666667,0
16815,280.25,0
16820,280.333333333333,0
16825,280.416666666667,0
16830,280.5,0
16835,280.583333333333,0
16840,280.666666666667,0
16845,280.75,0
16850,280.833333333333,0
16855,280.916666666667,0
16860,281,0
16865,281.083333333333,0
16870,281.166666666667,0
16875,281.25,0
16880,281.333333333333,0
16885,281.416666666667,0
16890,281.5,0
16895,281.583333333333,0
16900,281.666666666667,0
16905,281.75,0
16910,281.833333333333,0
16915,281.916666666667,0
16920,282,0
16925,282.083333333333,0
16930,282.166666666667,0
16935,282.25,0
16940,282.333333333333,0
16945,282.416666666667,0
16950,282.5,0
16955,282.583333333333,0
16960,282.666666666667,0
16965,282.75,0
16970,282.833333333333,0
16975,282.916666666667,0
16980,283,0
16985,283.083333333333,0
16990,283.166666666667,0
16995,283.25,0
17000,283.333333333333,0
17005,283.416666666667,0
17010,283.5,0
17015,283.583333333333,0
17020,283.666666666667,0
17025,283.75,0
17030,283.833333333333,0
17035,283.916666666667,0
17040,284,0
17045,284.083333333333,0
17050,284.166666666667,0
17055,284.25,0
17060,284.333333333333,0
17065,284.416666666667,0
17070,284.5,0
17075,284.583333333333,0
17080,284.666666666667,0
17085,284.75,0
17090,284.833333333333,0
17095,284.916666666667,0
17100,285,0
17105,285.083333333333,0
17110,285.166666666667,0
17115,285.25,0
17120,285.333333333333,0
17125,285.416666666667,0
17130,285.5,0
17135,285.583333333333,0
17140,285.666666666667,0
17145,285.75,0
17150,285.833333333333,0
17155,285.916666666667,0
17160,286,0
17165,286.083333333333,0
17170,286.166666666667,0
17175,286.25,0
17180,286.333333333333,0
17185,286.416666666667,0
17190,286.5,0
17195,286.583333333333,0
17200,286.666666666667,0
17205,286.75,0
17210,286.833333333333,0
17215,286.916666666667,0
17220,287,0
17225,287.083333333333,0
17230,287.166666666667,0
17235,287.25,0
