"time_seconds","time_minutes","Q_m3_s"
5155,85.9166666666667,5.29
5160,86,5.25
5165,86.0833333333333,5.2
5170,86.1666666666667,5.16
5175,86.25,5.12
5180,86.3333333333333,5.08
5185,86.4166666666667,5.04
5190,86.5,5
5195,86.5833333333333,4.96
5200,86.6666666666667,4.92
5205,86.75,4.88
5210,86.8333333333333,4.84
5215,86.9166666666667,4.8
5220,87,4.76
5225,87.0833333333333,4.72
5230,87.1666666666667,4.69
5235,87.25,4.65
5240,87.3333333333333,4.61
5245,87.4166666666667,4.57
5250,87.5,4.54
5255,87.5833333333333,4.5
5260,87.6666666666667,4.47
5265,87.75,4.43
5270,87.8333333333333,4.39
5275,87.9166666666667,4.36
5280,88,4.32
5285,88.0833333333333,4.29
5290,88.1666666666667,4.25
5295,88.25,4.22
5300,88.3333333333333,4.19
5305,88.4166666666667,4.15
5310,88.5,4.12
5315,88.5833333333333,4.09
5320,88.6666666666667,4.05
5325,88.75,4.02
5330,88.8333333333333,3.99
5335,88.9166666666667,3.96
5340,89,3.92
5345,89.0833333333333,3.89
5350,89.1666666666667,3.86
5355,89.25,3.83
5360,89.3333333333333,3.8
5365,89.4166666666667,3.77
5370,89.5,3.74
5375,89.5833333333333,3.71
5380,89.6666666666667,3.68
5385,89.75,3.65
5390,89.8333333333333,3.62
5395,89.9166666666667,3.59
5400,90,3.56
5405,90.0833333333333,3.53
5410,90.1666666666667,3.5
5415,90.25,3.47
5420,90.3333333333333,3.45
5425,90.4166666666667,3.42
5430,90.5,3.39
5435,90.5833333333333,3.36
5440,90.6666666666667,3.34
5445,90.75,3.31
5450,90.8333333333333,3.28
5455,90.9166666666667,3.26
5460,91,3.23
5465,91.0833333333333,3.2
5470,91.1666666666667,3.18
5475,91.25,3.15
5480,91.3333333333333,3.13
5485,91.4166666666667,3.1
5490,91.5,3.08
5495,91.5833333333333,3.05
5500,91.6666666666667,3.03
5505,91.75,3
5510,91.8333333333333,2.98
5515,91.9166666666667,2.95
5520,92,2.93
5525,92.0833333333333,2.91
5530,92.1666666666667,2.88
5535,92.25,2.86
5540,92.3333333333333,2.84
5545,92.4166666666667,2.81
5550,92.5,2.79
5555,92.5833333333333,2.77
5560,92.6666666666667,2.75
5565,92.75,2.72
5570,92.8333333333333,2.7
5575,92.9166666666667,2.68
5580,93,2.66
5585,93.0833333333333,2.64
5590,93.1666666666667,2.61
5595,93.25,2.59
5600,93.3333333333333,2.57
5605,93.4166666666667,2.55
5610,93.5,2.53
5615,93.5833333333333,2.51
5620,93.6666666666667,2.49
5625,93.75,2.47
5630,93.8333333333333,2.45
5635,93.9166666666667,2.43
5640,94,2.41
5645,94.0833333333333,2.39
5650,94.1666666666667,2.37
5655,94.25,2.35
5660,94.3333333333333,2.33
5665,94.4166666666667,2.31
5670,94.5,2.29
5675,94.5833333333333,2.28
5680,94.6666666666667,2.26
5685,94.75,2.24
5690,94.8333333333333,2.22
5695,94.9166666666667,2.2
5700,95,2.18
5705,95.0833333333333,2.17
5710,95.1666666666667,2.15
5715,95.25,2.13
5720,95.3333333333333,2.11
5725,95.4166666666667,2.1
5730,95.5,2.08
5735,95.5833333333333,2.06
5740,95.6666666666667,2.05
5745,95.75,2.03
5750,95.8333333333333,2.01
5755,95.9166666666667,2
5760,96,1.98
5765,96.0833333333333,1.96
5770,96.1666666666667,1.95
5775,96.25,1.93
5780,96.3333333333333,1.92
5785,96.4166666666667,1.9
5790,96.5,1.89
5795,96.5833333333333,1.87
5800,96.6666666666667,1.85
5805,96.75,1.84
5810,96.8333333333333,1.82
5815,96.9166666666667,1.81
5820,97,1.79
5825,97.0833333333333,1.78
5830,97.1666666666667,1.77
5835,97.25,1.75
5840,97.3333333333333,1.74
5845,97.4166666666667,1.72
5850,97.5,1.71
5855,97.5833333333333,1.69
5860,97.6666666666667,1.68
5865,97.75,1.67
5870,97.8333333333333,1.65
5875,97.9166666666667,1.64
5880,98,1.63
5885,98.0833333333333,1.61
5890,98.1666666666667,1.6
5895,98.25,1.59
5900,98.3333333333333,1.57
5905,98.4166666666667,1.56
5910,98.5,1.55
5915,98.5833333333333,1.54
5920,98.6666666666667,1.52
5925,98.75,1.51
5930,98.8333333333333,1.5
5935,98.9166666666667,1.49
5940,99,1.47
5945,99.0833333333333,1.46
5950,99.1666666666667,1.45
5955,99.25,1.44
5960,99.3333333333333,1.43
5965,99.4166666666667,1.41
5970,99.5,1.4
5975,99.5833333333333,1.39
5980,99.6666666666667,1.38
5985,99.75,1.37
5990,99.8333333333333,1.36
5995,99.9166666666667,1.35
6000,100,1.33
6005,100.083333333333,1.32
6010,100.166666666667,1.31
6015,100.25,1.3
6020,100.333333333333,1.29
6025,100.416666666667,1.28
6030,100.5,1.27
6035,100.583333333333,1.26
6040,100.666666666667,1.25
6045,100.75,1.24
6050,100.833333333333,1.23
6055,100.916666666667,1.22
6060,101,1.21
6065,101.083333333333,1.2
6070,101.166666666667,1.19
6075,101.25,1.18
6080,101.333333333333,1.17
6085,101.416666666667,1.16
6090,101.5,1.15
6095,101.583333333333,1.14
6100,101.666666666667,1.13
6105,101.75,1.12
6110,101.833333333333,1.11
6115,101.916666666667,1.1
6120,102,1.09
6125,102.083333333333,1.09
6130,102.166666666667,1.08
6135,102.25,1.07
6140,102.333333333333,1.06
6145,102.416666666667,1.05
6150,102.5,1.04
6155,102.583333333333,1.03
6160,102.666666666667,1.02
6165,102.75,1.02
6170,102.833333333333,1.01
6175,102.916666666667,1
6180,103,0.99
6185,103.083333333333,0.98
6190,103.166666666667,0.98
6195,103.25,0.97
6200,103.333333333333,0.96
6205,103.416666666667,0.95
6210,103.5,0.94
6215,103.583333333333,0.94
6220,103.666666666667,0.93
6225,103.75,0.92
6230,103.833333333333,0.91
6235,103.916666666667,0.9
6240,104,0.9
6245,104.083333333333,0.89
6250,104.166666666667,0.88
6255,104.25,0.88
6260,104.333333333333,0.87
6265,104.416666666667,0.86
6270,104.5,0.85
6275,104.583333333333,0.85
6280,104.666666666667,0.84
6285,104.75,0.83
6290,104.833333333333,0.83
6295,104.916666666667,0.82
6300,105,0.81
6305,105.083333333333,0.81
6310,105.166666666667,0.8
6315,105.25,0.79
6320,105.333333333333,0.79
6325,105.416666666667,0.78
6330,105.5,0.77
6335,105.583333333333,0.77
6340,105.666666666667,0.76
6345,105.75,0.75
6350,105.833333333333,0.75
6355,105.916666666667,0.74
6360,106,0.74
6365,106.083333333333,0.73
6370,106.166666666667,0.72
6375,106.25,0.72
6380,106.333333333333,0.71
6385,106.416666666667,0.71
6390,106.5,0.7
6395,106.583333333333,0.69
6400,106.666666666667,0.69
6405,106.75,0.68
6410,106.833333333333,0.68
6415,106.916666666667,0.67
6420,107,0.67
6425,107.083333333333,0.66
6430,107.166666666667,0.65
6435,107.25,0.65
6440,107.333333333333,0.64
6445,107.416666666667,0.64
6450,107.5,0.63
6455,107.583333333333,0.63
6460,107.666666666667,0.62
6465,107.75,0.62
6470,107.833333333333,0.61
6475,107.916666666667,0.61
6480,108,0.6
6485,108.083333333333,0.6
6490,108.166666666667,0.59
6495,108.25,0.59
6500,108.333333333333,0.58
6505,108.416666666667,0.58
6510,108.5,0.57
6515,108.583333333333,0.57
6520,108.666666666667,0.56
6525,108.75,0.56
6530,108.833333333333,0.55
6535,108.916666666667,0.55
6540,109,0.54
6545,109.083333333333,0.54
6550,109.166666666667,0.54
6555,109.25,0.53
6560,109.333333333333,0.53
6565,109.416666666667,0.52
6570,109.5,0.52
6575,109.583333333333,0.51
6580,109.666666666667,0.51
6585,109.75,0.51
6590,109.833333333333,0.5
6595,109.916666666667,0.5
6600,110,0.49
6605,110.083333333333,0.49
6610,110.166666666667,0.48
6615,110.25,0.48
6620,110.333333333333,0.48
6625,110.416666666667,0.47
6630,110.5,0.47
6635,110.583333333333,0.46
6640,110.666666666667,0.46
6645,110.75,0.46
6650,110.833333333333,0.45
6655,110.916666666667,0.45
6660,111,0.45
6665,111.083333333333,0.44
6670,111.166666666667,0.44
6675,111.25,0.43
6680,111.333333333333,0.43
6685,111.416666666667,0.43
6690,111.5,0.42
6695,111.583333333333,0.42
6700,111.666666666667,0.42
6705,111.75,0.41
6710,111.833333333333,0.41
6715,111.916666666667,0.41
6720,112,0.4
6725,112.083333333333,0.4
6730,112.166666666667,0.4
6735,112.25,0.39
6740,112.333333333333,0.39
6745,112.416666666667,0.39
6750,112.5,0.38
6755,112.583333333333,0.38
6760,112.666666666667,0.38
6765,112.75,0.37
6770,112.833333333333,0.37
6775,112.916666666667,0.37
6780,113,0.36
6785,113.083333333333,0.36
6790,113.166666666667,0.36
6795,113.25,0.36
6800,113.333333333333,0.35
6805,113.416666666667,0.35
6810,113.5,0.35
6815,113.583333333333,0.34
6820,113.666666666667,0.34
6825,113.75,0.34
6830,113.833333333333,0.34
6835,113.916666666667,0.33
6840,114,0.33
6845,114.083333333333,0.33
6850,114.166666666667,0.32
6855,114.25,0.32
6860,114.333333333333,0.32
6865,114.416666666667,0.32
6870,114.5,0.31
6875,114.583333333333,0.31
6880,114.666666666667,0.31
6885,114.75,0.31
6890,114.833333333333,0.3
6895,114.916666666667,0.3
6900,115,0.3
6905,115.083333333333,0.3
6910,115.166666666667,0.29
6915,115.25,0.29
6920,115.333333333333,0.29
6925,115.416666666667,0.29
6930,115.5,0.28
6935,115.583333333333,0.28
6940,115.666666666667,0.28
6945,115.75,0.28
6950,115.833333333333,0.27
6955,115.916666666667,0.27
6960,116,0.27
6965,116.083333333333,0.27
6970,116.166666666667,0.26
6975,116.25,0.26
6980,116.333333333333,0.26
6985,116.416666666667,0.26
6990,116.5,0.26
6995,116.583333333333,0.25
7000,116.666666666667,0.25
7005,116.75,0.25
7010,116.833333333333,0.25
7015,116.916666666667,0.25
7020,117,0.24
7025,117.083333333333,0.24
7030,117.166666666667,0.24
7035,117.25,0.24
7040,117.333333333333,0.24
7045,117.416666666667,0.23
7050,117.5,0.23
7055,117.583333333333,0.23
7060,117.666666666667,0.23
7065,117.75,0.23
7070,117.833333333333,0.22
7075,117.916666666667,0.22
7080,118,0.22
7085,118.083333333333,0.22
7090,118.166666666667,0.22
7095,118.25,0.21
7100,118.333333333333,0.21
7105,118.416666666667,0.21
7110,118.5,0.21
7115,118.583333333333,0.21
7120,118.666666666667,0.21
7125,118.75,0.2
7130,118.833333333333,0.2
7135,118.916666666667,0.2
7140,119,0.2
7145,119.083333333333,0.2
7150,119.166666666667,0.2
7155,119.25,0.19
7160,119.333333333333,0.19
7165,119.416666666667,0.19
7170,119.5,0.19
7175,119.583333333333,0.19
7180,119.666666666667,0.19
7185,119.75,0.18
7190,119.833333333333,0.18
7195,119.916666666667,0.18
7200,120,0.18
7205,120.083333333333,0.18
7210,120.166666666667,0.18
7215,120.25,0.18
7220,120.333333333333,0.17
7225,120.416666666667,0.17
7230,120.5,0.17
7235,120.583333333333,0.17
7240,120.666666666667,0.17
7245,120.75,0.17
7250,120.833333333333,0.17
7255,120.916666666667,0.16
7260,121,0.16
7265,121.083333333333,0.16
7270,121.166666666667,0.16
7275,121.25,0.16
7280,121.333333333333,0.16
7285,121.416666666667,0.16
7290,121.5,0.15
7295,121.583333333333,0.15
7300,121.666666666667,0.15
7305,121.75,0.15
7310,121.833333333333,0.15
7315,121.916666666667,0.15
7320,122,0.15
7325,122.083333333333,0.15
7330,122.166666666667,0.14
7335,122.25,0.14
7340,122.333333333333,0.14
7345,122.416666666667,0.14
7350,122.5,0.14
7355,122.583333333333,0.14
7360,122.666666666667,0.14
7365,122.75,0.14
7370,122.833333333333,0.13
7375,122.916666666667,0.13
7380,123,0.13
7385,123.083333333333,0.13
7390,123.166666666667,0.13
7395,123.25,0.13
7400,123.333333333333,0.13
7405,123.416666666667,0.13
7410,123.5,0.13
7415,123.583333333333,0.12
7420,123.666666666667,0.12
7425,123.75,0.12
7430,123.833333333333,0.12
7435,123.916666666667,0.12
7440,124,0.12
7445,124.083333333333,0.12
7450,124.166666666667,0.12
7455,124.25,0.12
7460,124.333333333333,0.12
7465,124.416666666667,0.11
7470,124.5,0.11
7475,124.583333333333,0.11
7480,124.666666666667,0.11
7485,124.75,0.11
7490,124.833333333333,0.11
7495,124.916666666667,0.11
7500,125,0.11
7505,125.083333333333,0.11
7510,125.166666666667,0.11
7515,125.25,0.11
7520,125.333333333333,0.1
7525,125.416666666667,0.1
7530,125.5,0.1
7535,125.583333333333,0.1
7540,125.666666666667,0.1
7545,125.75,0.1
7550,125.833333333333,0.1
7555,125.916666666667,0.1
7560,126,0.1
7565,126.083333333333,0.1
7570,126.166666666667,0.1
7575,126.25,0.1
7580,126.333333333333,0.09
7585,126.416666666667,0.09
7590,126.5,0.09
7595,126.583333333333,0.09
7600,126.666666666667,0.09
7605,126.75,0.09
7610,126.833333333333,0.09
7615,126.916666666667,0.09
7620,127,0.09
7625,127.083333333333,0.09
7630,127.166666666667,0.09
7635,127.25,0.09
7640,127.333333333333,0.09
7645,127.416666666667,0.08
7650,127.5,0.08
7655,127.583333333333,0.08
7660,127.666666666667,0.08
7665,127.75,0.08
7670,127.833333333333,0.08
7675,127.916666666667,0.08
7680,128,0.08
7685,128.083333333333,0.08
7690,128.166666666667,0.08
7695,128.25,0.08
7700,128.333333333333,0.08
7705,128.416666666667,0.08
7710,128.5,0.08
7715,128.583333333333,0.07
7720,128.666666666667,0.07
7725,128.75,0.07
7730,128.833333333333,0.07
7735,128.916666666667,0.07
7740,129,0.07
7745,129.083333333333,0.07
7750,129.166666666667,0.07
7755,129.25,0.07
7760,129.333333333333,0.07
7765,129.416666666667,0.07
7770,129.5,0.07
7775,129.583333333333,0.07
7780,129.666666666667,0.07
7785,129.75,0.07
7790,129.833333333333,0.07
7795,129.916666666667,0.07
7800,130,0.06
7805,130.083333333333,0.06
7810,130.166666666667,0.06
7815,130.25,0.06
7820,130.333333333333,0.06
7825,130.416666666667,0.06
7830,130.5,0.06
7835,130.583333333333,0.06
7840,130.666666666667,0.06
7845,130.75,0.06
7850,130.833333333333,0.06
7855,130.916666666667,0.06
7860,131,0.06
7865,131.083333333333,0.06
7870,131.166666666667,0.06
7875,131.25,0.06
7880,131.333333333333,0.06
7885,131.416666666667,0.06
7890,131.5,0.06
7895,131.583333333333,0.06
7900,131.666666666667,0.05
7905,131.75,0.05
7910,131.833333333333,0.05
7915,131.916666666667,0.05
7920,132,0.05
7925,132.083333333333,0.05
7930,132.166666666667,0.05
7935,132.25,0.05
7940,132.333333333333,0.05
7945,132.416666666667,0.05
7950,132.5,0.05
7955,132.583333333333,0.05
7960,132.666666666667,0.05
7965,132.75,0.05
7970,132.833333333333,0.05
7975,132.916666666667,0.05
7980,133,0.05
7985,133.083333333333,0.05
7990,133.166666666667,0.05
7995,133.25,0.05
8000,133.333333333333,0.05
8005,133.416666666667,0.05
8010,133.5,0.05
8015,133.583333333333,0.04
8020,133.666666666667,0.04
8025,133.75,0.04
8030,133.833333333333,0.04
8035,133.916666666667,0.04
8040,134,0.04
8045,134.083333333333,0.04
8050,134.166666666667,0.04
8055,134.25,0.04
8060,134.333333333333,0.04
8065,134.416666666667,0.04
8070,134.5,0.04
8075,134.583333333333,0.04
8080,134.666666666667,0.04
8085,134.75,0.04
8090,134.833333333333,0.04
8095,134.916666666667,0.04
8100,135,0.04
8105,135.083333333333,0.04
8110,135.166666666667,0.04
8115,135.25,0.04
8120,135.333333333333,0.04
8125,135.416666666667,0.04
8130,135.5,0.04
8135,135.583333333333,0.04
8140,135.666666666667,0.04
8145,135.75,0.04
8150,135.833333333333,0.04
8155,135.916666666667,0.04
8160,136,0.04
8165,136.083333333333,0.03
8170,136.166666666667,0.03
8175,136.25,0.03
8180,136.333333333333,0.03
8185,136.416666666667,0.03
8190,136.5,0.03
8195,136.583333333333,0.03
8200,136.666666666667,0.03
8205,136.75,0.03
8210,136.833333333333,0.03
8215,136.916666666667,0.03
8220,137,0.03
8225,137.083333333333,0.03
8230,137.166666666667,0.03
8235,137.25,0.03
8240,137.333333333333,0.03
8245,137.416666666667,0.03
8250,137.5,0.03
8255,137.583333333333,0.03
8260,137.666666666667,0.03
8265,137.75,0.03
8270,137.833333333333,0.03
8275,137.916666666667,0.03
8280,138,0.03
8285,138.083333333333,0.03
8290,138.166666666667,0.03
8295,138.25,0.03
8300,138.333333333333,0.03
8305,138.416666666667,0.03
8310,138.5,0.03
8315,138.583333333333,0.03
8320,138.666666666667,0.03
8325,138.75,0.03
8330,138.833333333333,0.03
8335,138.916666666667,0.03
8340,139,0.03
8345,139.083333333333,0.03
8350,139.166666666667,0.03
8355,139.25,0.03
8360,139.333333333333,0.02
8365,139.416666666667,0.02
8370,139.5,0.02
8375,139.583333333333,0.02
8380,139.666666666667,0.02
8385,139.75,0.02
8390,139.833333333333,0.02
8395,139.916666666667,0.02
8400,140,0.02
8405,140.083333333333,0.02
8410,140.166666666667,0.02
8415,140.25,0.02
8420,140.333333333333,0.02
8425,140.416666666667,0.02
8430,140.5,0.02
8435,140.583333333333,0.02
8440,140.666666666667,0.02
8445,140.75,0.02
8450,140.833333333333,0.02
8455,140.916666666667,0.02
8460,141,0.02
8465,141.083333333333,0.02
8470,141.166666666667,0.02
8475,141.25,0.02
8480,141.333333333333,0.02
8485,141.416666666667,0.02
8490,141.5,0.02
8495,141.583333333333,0.02
8500,141.666666666667,0.02
8505,141.75,0.02
8510,141.833333333333,0.02
8515,141.916666666667,0.02
8520,142,0.02
8525,142.083333333333,0.02
8530,142.166666666667,0.02
8535,142.25,0.02
8540,142.333333333333,0.02
8545,142.416666666667,0.02
8550,142.5,0.02
8555,142.583333333333,0.02
8560,142.666666666667,0.02
8565,142.75,0.02
8570,142.833333333333,0.02
8575,142.916666666667,0.02
8580,143,0.02
8585,143.083333333333,0.02
8590,143.166666666667,0.02
8595,143.25,0.02
8600,143.333333333333,0.02
8605,143.416666666667,0.02
8610,143.5,0.02
8615,143.583333333333,0.02
8620,143.666666666667,0.02
8625,143.75,0.02
8630,143.833333333333,0.02
8635,143.916666666667,0.02
8640,144,0.02
8645,144.083333333333,0.02
8650,144.166666666667,0.02
8655,144.25,0.01
8660,144.333333333333,0.01
8665,144.416666666667,0.01
8670,144.5,0.01
8675,144.583333333333,0.01
8680,144.666666666667,0.01
8685,144.75,0.01
8690,144.833333333333,0.01
8695,144.916666666667,0.01
8700,145,0.01
8705,145.083333333333,0.01
8710,145.166666666667,0.01
8715,145.25,0.01
8720,145.333333333333,0.01
8725,145.416666666667,0.01
8730,145.5,0.01
8735,145.583333333333,0.01
8740,145.666666666667,0.01
8745,145.75,0.01
8750,145.833333333333,0.01
8755,145.916666666667,0.01
8760,146,0.01
8765,146.083333333333,0.01
8770,146.166666666667,0.01
8775,146.25,0.01
8780,146.333333333333,0.01
8785,146.416666666667,0.01
8790,146.5,0.01
8795,146.583333333333,0.01
8800,146.666666666667,0.01
8805,146.75,0.01
8810,146.833333333333,0.01
8815,146.916666666667,0.01
8820,147,0.01
8825,147.083333333333,0.01
8830,147.166666666667,0.01
8835,147.25,0.01
8840,147.333333333333,0.01
8845,147.416666666667,0.01
8850,147.5,0.01
8855,147.583333333333,0.01
8860,147.666666666667,0.01
8865,147.75,0.01
8870,147.833333333333,0.01
8875,147.916666666667,0.01
8880,148,0.01
8885,148.083333333333,0.01
8890,148.166666666667,0.01
8895,148.25,0.01
8900,148.333333333333,0.01
8905,148.416666666667,0.01
8910,148.5,0.01
8915,148.583333333333,0.01
8920,148.666666666667,0.01
8925,148.75,0.01
8930,148.833333333333,0.01
8935,148.916666666667,0.01
8940,149,0.01
8945,149.083333333333,0.01
8950,149.166666666667,0.01
8955,149.25,0.01
8960,149.333333333333,0.01
8965,149.416666666667,0.01
8970,149.5,0.01
8975,149.583333333333,0.01
8980,149.666666666667,0.01
8985,149.75,0.01
8990,149.833333333333,0.01
8995,149.916666666667,0.01
9000,150,0.01
9005,150.083333333333,0.01
9010,150.166666666667,0.01
9015,150.25,0.01
9020,150.333333333333,0.01
9025,150.416666666667,0.01
9030,150.5,0.01
9035,150.583333333333,0.01
9040,150.666666666667,0.01
9045,150.75,0.01
9050,150.833333333333,0.01
9055,150.916666666667,0.01
9060,151,0.01
9065,151.083333333333,0.01
9070,151.166666666667,0.01
9075,151.25,0.01
9080,151.333333333333,0.01
9085,151.416666666667,0.01
9090,151.5,0.01
9095,151.583333333333,0.01
9100,151.666666666667,0.01
9105,151.75,0.01
9110,151.833333333333,0.01
9115,151.916666666667,0.01
9120,152,0.01
9125,152.083333333333,0.01
9130,152.166666666667,0.01
9135,152.25,0.01
9140,152.333333333333,0.01
9145,152.416666666667,0.01
9150,152.5,0.01
9155,152.583333333333,0.01
9160,152.666666666667,0.01
9165,152.75,0.01
9170,152.833333333333,0.01
9175,152.916666666667,0.01
9180,153,0.01
9185,153.083333333333,0.01
9190,153.166666666667,0.01
9195,153.25,0.01
9200,153.333333333333,0.01
9205,153.416666666667,0.01
9210,153.5,0.01
9215,153.583333333333,0.01
9220,153.666666666667,0.01
9225,153.75,0.01
9230,153.833333333333,0.01
9235,153.916666666667,0.01
9240,154,0.01
9245,154.083333333333,0.01
9250,154.166666666667,0.01
9255,154.25,0.01
9260,154.333333333333,0.01
9265,154.416666666667,0.01
9270,154.5,0.01
9275,154.583333333333,0.01
9280,154.666666666667,0.01
9285,154.75,0.01
9290,154.833333333333,0
9295,154.916666666667,0
9300,155,0
9305,155.083333333333,0
9310,155.166666666667,0
9315,155.25,0
9320,155.333333333333,0
9325,155.416666666667,0
9330,155.5,0
9335,155.583333333333,0
9340,155.666666666667,0
9345,155.75,0
9350,155.833333333333,0
9355,155.916666666667,0
9360,156,0
9365,156.083333333333,0
9370,156.166666666667,0
9375,156.25,0
9380,156.333333333333,0
9385,156.416666666667,0
9390,156.5,0
9395,156.583333333333,0
9400,156.666666666667,0
9405,156.75,0
9410,156.833333333333,0
9415,156.916666666667,0
9420,157,0
9425,157.083333333333,0
9430,157.166666666667,0
9435,157.25,0
9440,157.333333333333,0
9445,157.416666666667,0
9450,157.5,0
9455,157.583333333333,0
9460,157.666666666667,0
9465,157.75,0
9470,157.833333333333,0
9475,157.916666666667,0
9480,158,0
9485,158.083333333333,0
9490,158.166666666667,0
9495,158.25,0
9500,158.333333333333,0
9505,158.416666666667,0
9510,158.5,0
9515,158.583333333333,0
9520,158.666666666667,0
9525,158.75,0
9530,158.833333333333,0
9535,158.916666666667,0
9540,159,0
9545,159.083333333333,0
9550,159.166666666667,0
9555,159.25,0
9560,159.333333333333,0
9565,159.416666666667,0
9570,159.5,0
9575,159.583333333333,0
9580,159.666666666667,0
9585,159.75,0
9590,159.833333333333,0
9595,159.916666666667,0
9600,160,0
9605,160.083333333333,0
9610,160.166666666667,0
9615,160.25,0
9620,160.333333333333,0
9625,160.416666666667,0
9630,160.5,0
9635,160.583333333333,0
9640,160.666666666667,0
9645,160.75,0
9650,160.833333333333,0
9655,160.916666666667,0
9660,161,0
9665,161.083333333333,0
9670,161.166666666667,0
9675,161.25,0
9680,161.333333333333,0
9685,161.416666666667,0
9690,161.5,0
9695,161.583333333333,0
9700,161.666666666667,0
9705,161.75,0
9710,161.833333333333,0
9715,161.916666666667,0
9720,162,0
9725,162.083333333333,0
9730,162.166666666667,0
9735,162.25,0
9740,162.333333333333,0
9745,162.416666666667,0
9750,162.5,0
9755,162.583333333333,0
9760,162.666666666667,0
9765,162.75,0
9770,162.833333333333,0
9775,162.916666666667,0
9780,163,0
9785,163.083333333333,0
9790,163.166666666667,0
9795,163.25,0
9800,163.333333333333,0
9805,163.416666666667,0
9810,163.5,0
9815,163.583333333333,0
9820,163.666666666667,0
9825,163.75,0
9830,163.833333333333,0
9835,163.916666666667,0
9840,164,0
9845,164.083333333333,0
9850,164.166666666667,0
9855,164.25,0
9860,164.333333333333,0
9865,164.416666666667,0
9870,164.5,0
9875,164.583333333333,0
9880,164.666666666667,0
9885,164.75,0
9890,164.833333333333,0
9895,164.916666666667,0
9900,165,0
9905,165.083333333333,0
9910,165.166666666667,0
9915,165.25,0
9920,165.333333333333,0
9925,165.416666666667,0
9930,165.5,0
9935,165.583333333333,0
9940,165.666666666667,0
9945,165.75,0
9950,165.833333333333,0
9955,165.916666666667,0
9960,166,0
9965,166.083333333333,0
9970,166.166666666667,0
9975,166.25,0
9980,166.333333333333,0
9985,166.416666666667,0
9990,166.5,0
9995,166.583333333333,0
10000,166.666666666667,0
10005,166.75,0
10010,166.833333333333,0
10015,166.916666666667,0
10020,167,0
10025,167.083333333333,0
10030,167.166666666667,0
10035,167.25,0
10040,167.333333333333,0
10045,167.416666666667,0
10050,167.5,0
10055,167.583333333333,0
10060,167.666666666667,0
10065,167.75,0
10070,167.833333333333,0
10075,167.916666666667,0
10080,168,0
10085,168.083333333333,0
10090,168.166666666667,0
10095,168.25,0
10100,168.333333333333,0
10105,168.416666666667,0
10110,168.5,0
10115,168.583333333333,0
10120,168.666666666667,0
10125,168.75,0
10130,168.833333333333,0
10135,168.916666666667,0
10140,169,0
10145,169.083333333333,0
10150,169.166666666667,0
10155,169.25,0
10160,169.333333333333,0
10165,169.416666666667,0
10170,169.5,0
10175,169.583333333333,0
10180,169.666666666667,0
10185,169.75,0
10190,169.833333333333,0
10195,169.916666666667,0
10200,170,0
10205,170.083333333333,0
10210,170.166666666667,0
10215,170.25,0
10220,170.333333333333,0
10225,170.416666666667,0
10230,170.5,0
10235,170.583333333333,0
10240,170.666666666667,0
10245,170.75,0
10250,170.833333333333,0
10255,170.916666666667,0
10260,171,0
10265,171.083333333333,0
10270,171.166666666667,0
10275,171.25,0
10280,171.333333333333,0
10285,171.416666666667,0
10290,171.5,0
10295,171.583333333333,0
10300,171.666666666667,0
10305,171.75,0
10310,171.833333333333,0
10315,171.916666666667,0
10320,172,0
10325,172.083333333333,0
10330,172.166666666667,0
10335,172.25,0
10340,172.333333333333,0
10345,172.416666666667,0
10350,172.5,0
10355,172.583333333333,0
10360,172.666666666667,0
10365,172.75,0
10370,172.833333333333,0
10375,172.916666666667,0
10380,173,0
10385,173.083333333333,0
10390,173.166666666667,0
10395,173.25,0
10400,173.333333333333,0
10405,173.416666666667,0
10410,173.5,0
10415,173.583333333333,0
10420,173.666666666667,0
10425,173.75,0
10430,173.833333333333,0
10435,173.916666666667,0
10440,174,0
10445,174.083333333333,0
10450,174.166666666667,0
10455,174.25,0
10460,174.333333333333,0
10465,174.416666666667,0
10470,174.5,0
10475,174.583333333333,0
10480,174.666666666667,0
10485,174.75,0
10490,174.833333333333,0
10495,174.916666666667,0
10500,175,0
10505,175.083333333333,0
10510,175.166666666667,0
10515,175.25,0
10520,175.333333333333,0
10525,175.416666666667,0
10530,175.5,0
10535,175.583333333333,0
10540,175.666666666667,0
10545,175.75,0
10550,175.833333333333,0
10555,175.916666666667,0
10560,176,0
10565,176.083333333333,0
10570,176.166666666667,0
10575,176.25,0
10580,176.333333333333,0
10585,176.416666666667,0
10590,176.5,0
10595,176.583333333333,0
10600,176.666666666667,0
10605,176.75,0
10610,176.833333333333,0
10615,176.916666666667,0
10620,177,0
10625,177.083333333333,0
10630,177.166666666667,0
10635,177.25,0
10640,177.333333333333,0
10645,177.416666666667,0
10650,177.5,0
10655,177.583333333333,0
10660,177.666666666667,0
10665,177.75,0
10670,177.833333333333,0
10675,177.916666666667,0
10680,178,0
10685,178.083333333333,0
10690,178.166666666667,0
10695,178.25,0
10700,178.333333333333,0
10705,178.416666666667,0
10710,178.5,0
10715,178.583333333333,0
10720,178.666666666667,0
10725,178.75,0
10730,178.833333333333,0
10735,178.916666666667,0
10740,179,0
10745,179.083333333333,0
10750,179.166666666667,0
10755,179.25,0
10760,179.333333333333,0
10765,179.416666666667,0
10770,179.5,0
10775,179.583333333333,0
10780,179.666666666667,0
10785,179.75,0
